annotation_id,image_id,category_id,pred_Interdepth,pred_Intradepth
1,1,28,0.11771539378948916,1.4879544297897749
2,1,28,0.17872272461219874,1.3542814732384651
3,1,28,0.12299634987638045,1.415451614288716
4,1,28,0.1043582157013607,1.0991918156868823
5,1,22,0.9143374158238875,1.9151380772975983
6,1,22,0.8783232303807377,1.8932806310959247
7,1,1,0.9021698638212181,1.9078517784394944
8,1,1,0.8667997051676734,1.886171073710323
9,1,1,0.8516737646529347,1.8767535186215625
10,1,16,0.1032814166248361,1.385200062798035
11,1,16,0.10669106881797,1.509651257764614
12,1,16,0.16683735320755044,1.394530942215655
13,1,16,0.6341674124591945,1.736389399827471
14,1,16,0.7417949184631536,1.8075015347045624
15,1,16,0.87532052031429,1.891444207549158
16,1,16,0.6208136434497139,1.727337677533255
17,1,1,0.2680558388295144,1.4260718839058122
18,1,22,0.8508112880209655,1.8763725656123427
19,1,22,0.86363056110154,1.8842739204531473
20,1,22,0.8369832187281998,1.867803988977431
21,1,12,0.099864563172092,1.1139358804224235
22,1,12,0.10200368310834784,1.787896504286952
23,1,28,0.42450859187506707,1.5880809411025731
24,1,16,0.10849590069450794,1.5273049531421508
25,1,12,0.11931858111324996,1.3730920253525902
26,1,12,0.1059361638914857,1.1607344713130456
27,1,28,0.6942920969705259,1.776512222606063
28,1,28,0.6375852423808143,1.7386978325061788
29,1,28,0.3759889474398431,1.5518618080193698
30,1,28,0.5519440058944788,1.6798189519089002
31,1,28,0.1797345632113696,1.3662298553120629
32,1,12,0.0987197524151937,1.1156520076644623
33,1,12,0.10442887185879646,1.1350954841357899
34,1,28,0.10132372750629134,1.0974140247194557
35,1,28,0.11008939169953419,1.852109894555832
36,1,1,0.8542015546078248,1.8783380150258504
37,1,12,0.6754949233883003,1.7640780849492814
38,1,12,0.6496307596871849,1.7468066559907336
39,1,28,0.1253644542281385,1.361252689329888
40,1,28,0.6763535291551488,1.7609437893261055
41,1,28,0.10260921272848625,1.4813882891910217
42,1,28,0.1323407097726919,1.3494151164592805
43,1,28,0.1009316325266348,1.3680924612644425
44,1,28,0.1011036025218789,1.110950621729426
45,1,28,0.1183021682598896,1.3670188457133632
46,1,28,0.37918234235298165,1.5323008594711085
47,1,28,0.7345364046818295,1.8012229606021046
48,1,28,0.6818836124651206,1.7653127640412074
49,1,28,0.6342751051479839,1.7296878079019806
50,1,28,0.11551563078869045,1.3697653236931155
51,1,28,0.8156595082482658,1.8540813046790663
52,1,28,0.1325879729903366,1.348941250956033
53,1,28,0.21232812047832583,1.4010083566173146
54,1,28,0.8705622079982649,1.888514767206402
55,1,22,0.7489871591524442,1.8109843497073765
56,1,22,0.6842131595354293,1.7676417011803456
57,1,22,0.8478879575935854,1.8744567696608347
58,1,22,0.7414049633789629,1.8059270806465393
59,1,22,0.6546819042817515,1.746771022794691
60,1,22,0.6307750251351899,1.7285706784825532
61,1,25,0.1296848927958427,1.1157917808125182
62,1,27,0.10200545851907139,1.094345120472521
63,1,25,0.09903986531651746,1.0968556639916178
64,1,27,0.43317716583939614,1.594479152440268
65,1,25,0.3180311883224066,1.1755875511943255
66,1,27,0.1025118680296968,1.838067637807383
67,1,27,0.1017705067914645,1.8011063456611627
68,1,24,0.1045778411964002,1.298951041779751
69,1,25,0.10326475980104666,1.1156895127924311
70,1,27,0.11509894225302915,1.805153120254467
71,1,27,0.11086350698941974,1.8739867827216778
72,1,25,0.1013763071413729,1.107198588294526
73,1,27,0.11702065480083657,1.6625346441583508
74,1,25,0.09761112730158895,1.1264294607445184
75,1,27,0.11120694344130895,1.5546695788757487
76,1,27,0.1086029188154058,1.8919862536211474
77,1,27,0.1101697372905585,1.8732512675253683
78,1,25,0.09809950916260671,1.1262614159636035
79,1,27,0.10054874199441,1.7772141997110609
80,1,27,0.1025688742147575,1.6412939019735773
81,1,27,0.1106093246297016,1.8141286719001743
82,1,25,0.8403541984634639,1.3925958489973667
83,1,25,0.1022897864823327,1.1071920254891394
84,1,22,0.740733486356337,1.8045799942840368
85,1,22,0.7638700443460071,1.8203542639995791
86,1,22,0.8472614444355973,1.8739919344574953
87,1,22,0.871957115780879,1.8893679559793077
88,1,22,0.8659833432854667,1.8856622448082625
89,1,22,0.10240620073339315,1.210996751598619
90,1,22,0.29186072396048196,1.457434780294076
91,1,23,0.7339920298800298,1.800762721491881
92,1,23,0.6029652999691197,1.7091314547028196
93,1,23,0.6334713154175213,1.7324878602820062
94,1,11,0.1018255396427229,1.4784767029779529
95,1,11,0.1162729724846278,1.801498395733275
96,1,12,0.10089759896341866,1.1038545223688458
97,1,12,0.0999183373057642,1.0997832493031223
98,1,28,0.7145423317811348,1.7897980214081013
99,1,28,0.09940543939860236,1.103058959391727
100,1,28,0.22614251520039913,1.4086464479645464
101,1,28,0.1027303432242079,1.1112666512828189
102,1,28,0.30085830992982837,1.4761551744013093
103,1,22,0.6531787138095189,1.7462477059425945
104,1,22,0.6325942754934717,1.731328613313881
105,1,1,0.8966792491767539,1.9045160415322335
106,1,28,0.7103482500472942,1.7870556107331665
107,1,1,0.8790574653489595,1.8937411997986198
108,1,22,0.11081985771321279,1.477785135796216
109,1,1,0.2954099777773219,1.4550722210098548
110,1,12,0.8276153853699371,1.8619721704176404
111,1,12,0.4615503406020869,1.6152614563641794
112,1,12,0.6643956901823683,1.756689527426476
113,1,12,0.10089254624110085,1.4484091813568634
114,1,22,0.8545788420702625,1.878545770009468
115,1,22,0.681730013419297,1.764439168715934
116,1,22,0.7056302700470264,1.7806056513577961
117,1,22,0.8415597581824736,1.8703574319460832
118,1,23,0.87665521996068,1.8922636953424012
119,1,23,0.8709344674318884,1.888733361616021
120,1,23,0.8881146977467687,1.8992949988054368
121,1,23,0.8744853193273893,1.8909244583122873
122,1,23,0.8856562922319351,1.897788993188573
123,1,23,0.8971439376529142,1.9047998010088105
124,1,23,0.855962315667112,1.879435607100426
125,1,23,0.8600382044022636,1.8819786118322002
126,1,23,0.7809750379848085,1.8320203504271997
127,1,23,0.7619445596642226,1.8193164463859308
128,1,23,0.7874354922688931,1.835925444485742
129,1,23,0.24306348955349794,1.4186161139083495
130,1,23,0.859396716665328,1.8815752024614953
131,1,23,0.8782876012149036,1.8932679527515295
132,1,23,0.8565157765757521,1.8797670569825176
133,1,23,0.8679716670038471,1.8868910554719975
134,1,23,0.6710503500501077,1.756822131801067
135,1,23,0.7192667527697382,1.7902799451082116
136,1,23,0.7467892809386927,1.8090354225952852
137,1,23,0.7265492900231952,1.7951369478000774
138,1,22,0.8827775050866319,1.896025503262761
139,1,22,0.8761689809872272,1.8919646211707857
140,1,22,0.8518336240732943,1.876783914227599
141,1,22,0.8219208714626873,1.858102838341805
142,1,22,0.8415188240793912,1.8704473284785095
143,1,22,0.8497066878422045,1.87555428219197
144,1,22,0.2313752427952474,1.4156421701233592
145,1,22,0.34101381687828114,1.5098883140426955
146,1,22,0.7113962833270759,1.786062036433202
147,1,22,0.6565850514228904,1.7469379398224856
148,1,22,0.5785148718125794,1.6923295991973226
149,1,22,0.6945185808106984,1.7740502720654312
150,1,22,0.5110276190374352,1.6411581338400907
151,1,22,0.7291589789394879,1.7973851558532132
152,1,22,0.6713791060618695,1.7577938254017822
153,1,22,0.7281612637313936,1.7967711575638434
154,1,22,0.19896287667815382,1.3807379904323214
155,1,22,0.6081523456083624,1.7127076133862424
156,1,22,0.5138503544362332,1.6403951082999204
157,1,22,0.11138145573933925,1.3755943982533898
158,1,28,0.0970649390473133,1.2683895505091454
